-0.67427,-0.025326,-0.26642,0.029467,-0.076715
-0.63257,0.04084,-0.22044,-0.091358,-0.1697
-0.6687,0.048182,-0.19345,-0.083389,-0.13076
-0.5761,0.10241,-0.21315,-0.1299,-0.1535
0.42983,-0.0056178,-0.27096,0.16126,-0.05878
-0.42489,-0.049821,0.12367,-0.22158,-0.10841
-0.53166,-0.026939,-0.29301,-0.010396,-0.11125
-0.59447,-0.058741,-0.29799,-0.028084,-0.15679
-0.49295,0.125,-0.18567,0.14052,-0.13852
-0.51909,0.091795,-0.25964,0.01159,-0.13245
-0.48162,0.0044499,-0.17653,-0.02608,-0.0086177
-0.49959,0.28494,-0.22358,0.10813,-0.034852
-0.56721,0.023873,-0.050108,-0.29637,-0.24305
-0.33394,-0.00078615,-0.34392,-0.087965,-0.049522
-0.6093,-0.21866,-0.24748,0.078065,0.0064695
-0.53442,-0.018222,-0.27416,0.1288,-0.07361
-0.61151,0.022422,-0.25659,0.0018265,-0.16869
-0.51632,0.14465,-0.23712,0.0070329,-0.13589
-0.62432,0.014486,-0.25887,0.0063788,-0.11021
-0.57604,0.14597,-0.2223,-0.023724,-0.13928
-0.2832,-0.2064,-0.31795,0.019157,-0.092996
-0.3878,0.060933,-0.38182,0.096148,-0.0014464
-0.54479,0.27633,-0.13128,0.020449,-0.10877
-0.23459,-0.17898,-0.32524,-0.21958,-0.024344
-0.45232,-0.0044017,-0.31541,-0.0074006,-0.085812
-0.4847,0.092071,-0.28285,0.068889,-0.03175
-0.58122,0.098421,-0.24287,0.12155,-0.0069739
-0.60357,0.081419,-0.26302,0.1522,0.027094
-0.52785,-0.023326,-0.30603,0.04131,-0.053656
-0.49539,-0.087191,-0.16088,0.11219,-0.098015
-0.53372,-0.094151,-0.21091,0.029993,-0.1255
-0.49411,0.091894,-0.16663,-0.046823,-0.020315
-0.554,0.030839,-0.23704,0.17475,0.0048452
-0.46436,-0.023254,-0.22616,0.17273,-0.057938
-0.52528,-0.29945,-0.31726,0.11712,0.048489
-0.3783,0.28882,-0.14713,0.21741,-0.0033175
0.34498,0.095827,-0.28615,-0.061461,-0.12618
0.22923,0.067748,-0.36582,-0.03803,-0.10578
0.18756,-0.12063,-0.38807,-0.022538,-0.096255
0.40079,-0.0059725,-0.26559,-0.032701,-0.070811
-0.38305,-0.37096,-0.085255,-0.094936,-0.019457
-0.56508,-0.029295,-0.14209,-0.057794,-0.10892
-0.53983,-0.21548,-0.28024,-0.063265,-0.016909
0.29407,0.084011,-0.32245,-0.12718,0.069509
0.40496,0.0087491,-0.22141,-0.10142,-0.027964
0.29915,-0.01479,-0.23572,0.089789,-0.055953
-0.61384,0.012698,-0.26914,0.18996,0.049433
-0.32105,0.040831,-0.22966,0.21401,0.068272
0.50956,0.12086,-0.15694,-0.020713,0.13823
-0.5486,0.26293,-0.10866,0.13087,0.020444
-0.37419,-0.3708,-0.096863,-0.048596,-0.058434
-0.22028,-0.094801,-0.10959,-0.047792,-0.060291
0.43932,0.1299,-0.348,-0.0328,-0.098431
0.56352,-0.12225,0.014652,0.19403,-0.3516
-0.43637,-0.23277,-0.023416,-0.13553,0.024692
-0.46094,0.18552,-0.088489,0.068747,0.042585
-0.31369,-0.012852,-0.30956,-0.20239,-0.11326
-0.44994,0.46776,0.12358,-0.20243,-0.21786
-0.42797,0.43907,0.16784,-0.20944,-0.11691
