1942,-0.00064854,0.00039509,0.0017706,0.0019355,0.001876,0.009777,0.040416,0.015729,-0.0069239,0.0081032,0.015849,0.018253,-0.0018838,-0.0022397,0.0019714,0.0025501,-0.0047706,0.0021014,0.010001,0.0092216,0.12261,0.064862,0.32018,0.27648,-0.050202,0.14203,0.19128,0.47344,-0.0059891,-0.0055735,0.019115,0.046438,0.00095064,-0.00021147,0.015636,0.01111,0.34303,-0.099865,0.39003,0.15378,-0.18495,0.04166,0.24976,0.3066,-0.0093329,0.022079,0.031329,0.06369,0.00048166,-0.00011278,0.0022077,0.001751,0.056647,0.0036562,0.065791,0.022957,-0.028559,0.0090132,0.037388,0.025778,0.00062392,0.0017515,0.0039907,0.0090984
1942,0.001053,-0.00059812,0.0030428,0.0015777,0.040421,0.0027294,0.060429,0.012692,-0.0033706,-0.020632,0.039418,0.037241,-0.0030369,0.0015,0.0062714,0.0030456,-0.0023423,-0.0034614,0.014985,0.0096181,0.22931,0.016976,0.44556,0.13493,0.029001,0.054418,0.39274,0.20512,-0.017051,0.0009215,0.056948,0.014973,-0.0040969,0.0014636,0.0059541,0.0060021,0.39032,-0.025379,0.45356,0.14023,-0.10245,-0.0012801,0.29417,0.16577,-0.028508,-0.0084589,0.038454,0.021987,-0.0011806,0.0013736,0.0028652,0.0026153,0.053831,-0.0099497,0.072317,0.016834,-0.010492,-0.003706,0.048351,0.02084,-0.0029661,0.0013049,0.0033159,0.0020203
1942,-0.00088039,0.00073881,0.0023715,0.0010981,0.036383,-0.0087423,0.045248,0.014039,-0.039426,0.0081073,0.044932,0.013401,0.0020282,-4.4518e-05,0.004974,0.0015032,-0.0053291,-0.0027163,0.016873,0.014591,0.25866,-0.0023143,0.37326,0.10843,-0.19717,0.030505,0.46008,0.11014,0.020158,0.0047815,0.022954,0.01213,-0.0090665,0.0035377,0.020121,0.017958,0.32379,-0.005747,0.45815,0.07466,-0.23872,-0.060997,0.32413,0.091777,-0.0042018,-0.0036154,0.0075981,0.0091114,-0.0010136,0.00063183,0.0023693,0.001913,0.057419,-0.0067757,0.060818,0.015793,-0.04541,0.0056036,0.064447,0.012644,-0.0014364,0.00036169,0.0018439,0.0032376
1942,-0.0042098,0.0033878,0.004656,0.0052189,0.015685,-0.0041903,0.032707,0.025365,0.0087107,-0.026453,0.018465,0.047797,-0.0013342,0.00022044,0.0021079,0.0025881,-0.044028,0.0062311,0.071398,0.017346,0.17911,0.054752,0.2721,0.31179,-0.019191,0.13454,0.25013,0.26163,-0.010656,0.010807,0.01693,0.021621,-0.0020891,0.0042133,0.036779,0.024407,0.17113,-0.06414,0.38278,0.34692,0.063882,0.07407,0.31721,0.45702,-0.0053741,0.015892,0.021861,0.020333,-0.00043795,0.0019902,0.0072866,0.0032258,0.0071816,0.0073211,0.054944,0.027065,0.024253,-0.010845,0.038561,0.041654,0.0022884,-0.00017783,0.0038215,0.0039888
1941,-0.0028688,-0.0016798,0.0044028,0.0020014,0.00074559,0.0015513,0.0080838,0.0085789,0.042114,0.00056228,0.051691,0.015832,-0.0032837,0.0010343,0.0038143,0.0019721,0.00046228,-0.0038426,0.0083593,0.0075035,0.26508,0.14393,0.28835,0.17462,0.063107,0.12017,0.39286,0.1819,-0.016129,0.00012003,0.016751,0.0082464,0.0071596,0.0041553,0.009399,0.0066816,0.3679,-0.084703,0.44695,0.15401,-0.095778,-0.17724,0.3657,0.20109,-0.021139,-0.0078781,0.033503,0.022233,0.0017512,0.0018035,0.0036336,0.0022659,-0.0074035,0.0048409,0.015217,0.0093351,0.0016641,0.00035207,0.015789,0.007862,0.0031577,-0.0020772,0.0044899,0.0023436
1941,0.0003978,0.00029931,0.00080075,0.00097406,0.016385,-0.010952,0.04241,0.014078,0.009274,0.037053,0.026403,0.040177,0.00099133,0.0012785,0.0014622,0.0029818,-0.0025784,0.0012554,0.0043239,0.0030979,0.36058,0.15443,0.36995,0.1835,-0.19679,0.039488,0.29351,0.17543,0.0027917,0.0020721,0.011999,0.0221,-0.0014455,-4.5693e-05,0.0036223,0.0068822,0.36256,-0.12529,0.37527,0.171,-0.20914,-0.10147,0.2755,0.24852,0.00081812,-0.0063042,0.0089609,0.01771,-0.00080844,0.00013156,0.001117,0.0004671,0.02506,0.0067487,0.030363,0.01224,-0.0087622,0.0029355,0.013982,0.0092858,0.0015021,-0.00094827,0.0016814,0.0022693
1941,0.0032845,0.0011151,0.0045436,0.0028898,-0.018652,-0.0066965,0.022646,0.01624,0.034035,-0.0038665,0.066645,0.01156,0.00080768,-0.00082725,0.010688,0.0021203,0.0097935,-0.0081958,0.044508,0.015713,0.14483,0.1487,0.34085,0.22685,0.0698,0.19794,0.30201,0.25278,-0.0084509,0.0016065,0.053027,0.010225,-0.01725,-0.015222,0.031627,0.015601,0.4492,-0.15368,0.48632,0.16353,-0.11946,-0.013807,0.20781,0.13743,-0.010818,-0.0042551,0.031868,0.01087,-0.00023597,0.0016457,0.00091538,0.0019152,0.011624,0.0069199,0.022591,0.017325,0.032963,-0.017539,0.080822,0.021969,-0.0011814,-0.0014643,0.0040759,0.0019409
1941,-0.0023212,0.00065335,0.0040806,0.0017551,0.0041506,0.006733,0.065932,0.018172,0.0075317,-0.0033244,0.016496,0.015892,0.0014722,-0.00062675,0.0039003,0.0046598,-0.0033656,-0.003193,0.0131,0.0061268,0.29618,0.13049,0.46203,0.19243,-0.11526,0.26549,0.23776,0.28815,-0.016173,0.004904,0.026597,0.02253,0.0058149,0.00096794,0.017486,0.0069389,0.24624,-0.17933,0.35086,0.21152,-0.024928,-0.18225,0.20828,0.26303,0.010804,0.013137,0.026804,0.039396,-5.3396e-05,0.00047238,0.0030036,0.001158,-0.0037061,-0.011987,0.021097,0.017402,0.030289,-0.017808,0.041159,0.020851,0.0013973,-0.0014696,0.0038353,0.0025837
1935,0.0085006,-0.0043286,0.011895,0.0082557,-0.00014121,0.00060677,0.0029302,0.0034154,-0.00073299,0.0020504,0.0023143,0.0027759,-0.00069952,0.0015467,0.00078109,0.0017368,0.0022474,0.017451,0.026795,0.02277,-0.16315,-0.29938,0.2359,0.40531,0.20612,-0.066596,0.34691,0.25488,-0.0079291,-0.0048248,0.020735,0.0080313,-0.00087768,0.0026669,0.0022938,0.0035715,-0.13571,0.32641,0.14957,0.3385,0.13354,0.10734,0.19261,0.3044,-0.045354,-0.013198,0.05664,0.05103,-2.0093e-05,-0.00025474,0.00028396,0.00040634,9.4355e-05,0.00048675,0.0018025,0.0021009,-0.00090323,-0.00017589,0.0025562,0.0015992,-0.00097797,0.0018088,0.0013904,0.0021032
1935,-1.898e-05,-2.9374e-05,0.00024174,0.00024124,-0.04981,-0.0067563,0.050857,0.0079961,0.029737,-0.0012628,0.04728,0.068621,-2.7523e-05,0.00027325,0.0038487,0.0024107,-0.00027743,0.00034178,0.0016334,0.0019246,-0.20319,-0.14495,0.20481,0.21865,0.17619,-0.0002356,0.24431,0.44563,-0.016765,-0.0021752,0.019027,0.004397,-0.013138,-0.0074597,0.015756,0.0094568,-0.27464,0.056854,0.36085,0.28169,0.3029,0.073521,0.33943,0.16236,-0.022877,-0.0013663,0.025661,0.0042948,-0.01081,0.00080857,0.011125,0.0035214,0.0070984,-0.011709,0.044378,0.10264,0.034444,-0.012107,0.035682,0.024644,-0.0043227,-0.00091385,0.0062696,0.0012442
