35589,-1295.3,-466.38,1065.6,1580.7
1.1372e+05,-7919.4,-1282.2,257.37,1377.9
37142,-947.17,1388.3,141.55,904.71
12805,-370.42,254.42,156.83,673.93
31553,-1713.4,170.42,71.69,834.34
28560,2222.1,-693.08,634.02,887.52
42764,-1352.8,-170.74,-9.4537,997.64
17513,2142.4,607.76,704.75,1061.4
62955,7329.8,4244.2,1118,379.39
56952,-1790.8,771.96,2087.3,516.32
30676,-662.31,681.13,1723.3,1566.2
29349,-111.79,-525.82,58.333,-307.23
38068,14896,-2919.7,769.34,1880.7
25729,10547,-515.88,349.96,1533.9
22381,-684.3,144.19,583.61,-42.101
69697,-2835.4,576.99,2631.2,46.335
23303,-1351.2,65.029,-179.6,290.56
20213,-959.44,-440.22,221.58,595.86
54148,-568.41,-1604.7,-121.57,593.77
71826,-1563.3,64.951,1842.2,1178.7
31716,3631.9,-1145.3,264.15,531.02
83836,811.9,1412.1,-727.8,875.22
35970,139.73,432.87,847.95,694.83
72355,-5573.2,-1148.4,-742.63,742.55
46607,-1034.4,749.41,841.09,2487.1
39240,888.93,-726.48,795.96,95.507
40363,-1057,-1368.5,145.06,1065.5
22301,-1246.1,-376.07,242.74,656.3
7715.1,1310.8,-494.38,276.86,304.53
30397,87.739,1655.8,1036.6,-163.25
9703.6,-5.7437,458.3,597.59,-228.3
24195,-1938.8,-460.13,239.95,677.4
18401,2648.4,452.28,-183.56,116.24
