0.0002206,-0.0007111,0.00040847,0.00071195,0.0031125,0.0012572,0.0051104,0.0042971,-0.0059281,0.0016208,0.0059281,0.0020133,-0.00064423,0.0004802,0.00066638,0.00049774,0.0041245,-0.00051012,0.0054324,0.0042877,0.29137,0.21585,0.29701,0.23347,-0.28245,0.21967,0.29017,0.22337,-0.0070998,0.0035537,0.0070998,0.0037272,0.0010522,0.0022841,0.0041546,0.002809,0.23322,-0.20779,0.26873,0.22458,-0.25107,-0.2401,0.25223,0.2421,-0.0045673,-0.0015785,0.005587,0.0054856,0.00011248,0.00048383,0.00068989,0.00051111,-0.0017575,0.0041459,0.0055879,0.0051374,-0.00027879,0.0016873,0.0012891,0.0018296,-0.00020986,-1.262e-05,0.00070284,0.00046009
-0.0010318,-0.0004844,0.0013642,0.0011939,0.0026991,-0.001052,0.0036902,0.0040936,0.0019416,0.0038388,0.0048891,0.011056,0.00041873,8.9724e-05,0.0004869,0.00033985,-0.0028829,0.0029143,0.0082809,0.0082844,0.27378,0.2412,0.28727,0.2489,-0.1839,0.23719,0.28213,0.30845,0.0013128,0.0043584,0.017425,0.024246,-9.0288e-05,0.0022508,0.0070713,0.01124,0.21478,-0.20306,0.27164,0.26252,-0.19725,-0.25501,0.23074,0.26144,0.005471,-0.0037049,0.010789,0.0076765,-0.0005799,-0.00016521,0.00098021,0.00077514,0.002942,-0.0025548,0.0067412,0.0062234,-0.0016294,0.0081097,0.0050631,0.0091659,0.003142,0.00076361,0.0035857,0.0025934
0.00015459,-0.00054839,0.00034747,0.00092451,-0.0035752,-0.0022138,0.004626,0.003654,0.0072282,-0.0022729,0.0093471,0.012977,-0.0009575,-0.00014321,0.0010176,0.0016107,-0.0034436,0.020126,0.016055,0.030363,0.24454,0.19652,0.24879,0.22327,-0.20413,0.2263,0.2767,0.29432,0.0039712,-0.0075478,0.013687,0.015094,-0.0067957,-0.018272,0.031022,0.02138,0.2325,-0.14426,0.38096,0.22117,-0.25284,-0.20874,0.30551,0.24243,0.0035994,0.00044906,0.014904,0.012641,-0.0004549,-0.0001553,0.00078621,0.00059224,0.00036699,-0.0042528,0.011645,0.0084504,0.0031918,-0.0070659,0.010629,0.013719,0.00018029,-0.00027837,0.00081328,0.00084027
0.0017162,0.0013453,0.0024177,0.0024422,-0.0055661,0.014826,0.012044,0.015246,0.00010478,0.0097936,0.0059646,0.010889,0.0021509,0.0035115,0.0032059,0.003816,0.00010665,-0.0046121,0.0034059,0.0078218,0.28677,0.18982,0.30979,0.24518,-0.28195,0.20887,0.29114,0.24733,0.014523,-0.012998,0.021525,0.017105,-0.010754,0.00091847,0.020616,0.017192,0.25389,-0.19298,0.27324,0.22069,-0.256,-0.20863,0.25839,0.22854,0.0034211,0.0014259,0.0046988,0.0063713,0.0003832,-0.00088247,0.0017826,0.0015255,0.0071934,-0.0068016,0.0096236,0.010034,-0.0037631,-0.0025129,0.0077658,0.0034984,0.00036746,-0.00057417,0.00059235,0.00060769
0.0015239,-0.004206,0.0035263,0.0068606,-0.017321,0.023609,0.033036,0.041454,-0.0006809,-0.0029587,0.0060979,0.0073122,0.0020775,0.0014856,0.0024689,0.0033052,0.0029529,-0.0044602,0.01083,0.0060564,0.24023,0.11647,0.3542,0.29963,-0.1656,0.14296,0.38695,0.26134,-0.0086326,-0.028239,0.02736,0.07095,-0.007993,0.0013634,0.0092553,0.0053368,0.23949,-0.19732,0.24559,0.20837,-0.254,-0.18318,0.27382,0.23068,0.014095,0.0073319,0.015919,0.013267,-0.0010332,-0.00028508,0.0013556,0.00083894,-0.0032615,0.013167,0.0157,0.016868,0.037511,0.04711,0.045876,0.055924,-0.0067826,0.0036335,0.0082137,0.0073423
-0.00039512,0.00053114,0.00076516,0.00077718,0.006297,-0.00073516,0.008482,0.0081932,0.011268,0.0059264,0.016021,0.009765,0.00026349,0.0093759,0.003062,0.0098846,-0.0026284,0.00026261,0.0085495,0.0095828,0.26614,0.22363,0.27518,0.24254,-0.20137,0.18225,0.28815,0.24151,0.022943,-0.041301,0.036952,0.046444,-0.010211,0.0063288,0.011226,0.0081346,0.24768,-0.1177,0.33469,0.33234,-0.2291,-0.19059,0.23727,0.26086,0.031974,0.0067666,0.047619,0.037121,0.0011718,0.0056695,0.0071482,0.0093305,0.0082087,-0.030985,0.041465,0.044726,-0.016816,-0.0025041,0.035936,0.015828,-0.0021248,0.0031217,0.0030509,0.0046578
-0.0027023,-0.0078375,0.0068905,0.0087699,0.0055414,-0.0012044,0.045831,0.045069,-0.019618,-0.025072,0.038618,0.030367,0.0041123,-0.0008737,0.0077447,0.0043043,0.0086002,-0.0067308,0.019327,0.015161,0.16666,0.11031,0.32037,0.37857,-0.18689,0.193,0.2453,0.23455,0.0084707,-0.023505,0.041182,0.025601,-0.011756,0.012843,0.019656,0.018694,0.26661,-0.17761,0.27547,0.25075,-0.21753,-0.016063,0.38136,0.26406,-0.00076021,0.0021989,0.02273,0.012149,-0.0048526,-0.0028532,0.0095206,0.0047636,0.018926,-0.011709,0.02481,0.01831,-0.0084988,-0.042248,0.050881,0.056846,0.0026563,0.0017784,0.004736,0.0050755
0.0016955,0.0049734,0.0024624,0.006008,-0.0010501,0.0097357,0.011067,0.017744,0.0014418,-0.0079475,0.0049118,0.010031,-0.0017123,7.1317e-05,0.0025049,0.0031485,-0.0035966,-0.029564,0.024739,0.046898,0.18316,0.16662,0.28948,0.29421,-0.24464,0.22521,0.27642,0.27644,-0.0016401,-0.0024225,0.011591,0.010618,-0.0033789,0.0063652,0.0070317,0.013745,0.27146,-0.19457,0.28389,0.23062,-0.25957,-0.21045,0.28263,0.24935,0.0023904,0.00055312,0.011545,0.014694,-0.0001412,-0.00010404,0.00078634,0.00085808,-0.0009338,0.0079613,0.0088225,0.012759,-0.0030127,0.0036159,0.0085809,0.0078196,0.00043366,0.0019426,0.0012225,0.0023641
-0.002473,0.0010422,0.0040537,0.0040991,-0.015864,-0.016593,0.029197,0.025777,0.012641,-0.012664,0.024514,0.01863,-0.0008505,-2.5821e-05,0.0021277,0.0016316,-0.026201,-0.016766,0.048913,0.036809,0.16538,0.16223,0.31597,0.21937,-0.19573,0.19229,0.29158,0.27979,0.010917,-0.0054939,0.015801,0.011606,-0.026827,0.0030879,0.032425,0.021301,0.25497,-0.13493,0.30094,0.20402,-0.25151,-0.16047,0.38699,0.29714,0.014554,0.016819,0.038561,0.029067,-0.0015475,0.0037981,0.0035623,0.0048121,-0.0084866,0.025333,0.016648,0.032336,-0.00047655,0.0011114,0.026214,0.028545,-0.0034031,-0.0028815,0.0055151,0.0030788
-0.0015277,0.0027562,0.0078534,0.0037297,0.016298,0.017772,0.038802,0.018543,-0.025262,0.003337,0.027838,0.011574,0.00056384,-0.00095583,0.0020574,0.0010796,-0.016683,-0.020669,0.036456,0.024024,0.17616,0.034484,0.3414,0.14067,-0.17508,0.20547,0.27357,0.29739,0.0012582,0.0075783,0.02056,0.012698,-0.040491,0.012804,0.054153,0.017883,0.3292,-0.025239,0.34809,0.10651,-0.16752,-0.17216,0.47629,0.19762,-0.056398,0.0052089,0.067189,0.01546,-0.00090883,-0.002139,0.0092094,0.0044392,0.028562,-0.0085684,0.049891,0.026353,-0.0341,0.0048966,0.060207,0.026545,-0.0019717,0.0004809,0.0085335,0.0053964
